Ticker,ROI
ASPN,0.2894693621989867
ASPS,0.1972181332201659
ASRT,0.12961012326358573
ASRV,-0.038953399816478704
ASTC,0.10032096367186369
ASTE,-0.12025568773548902
ASUR,0.05029203233659259
ASYS,0.1638717254728869
ATEC,-0.16119423247582784
ATEN,0.31276922970664534
ATGE,0.09508817605820158
ATH,0.1422451609996329
ATHX,-0.25164242405606907
ATI,-0.059416478994624544
ATKR,0.023622854517246137
ATLC,0.2067751903121952
ATLO,-0.04952565040891255
ATNI,0.012383629619070512
ATNM,0.25563960526892043
ATNX,0.06938620365409925
ATO,-0.028845132632473847
ATOS,-0.24887963959064455
ATR,-0.020151554562328075
ATRA,0.030225660110701234
ATRC,0.04288095909575205
ATRI,-0.02477913961893441
ATRO,-0.11203453077145784
ATRS,-0.10781142409199608
ATSG,-0.059170763351880575
ATUS,-0.17997234137027307
ATVI,-0.1687870586528903
AUBN,0.039845331621977474
AUMN,-0.16928619663083683
AUTO,-0.1615829405985262
AVA,-0.02154726276883255
AVAV,-0.09098960875690425
AVB,-0.042883528113162046
AVD,0.015281801279413991
AVEO,0.3918939415379909
AVGO,0.0916104095498837
AVGR,-0.004333894015440445
AVID,0.00910399388206284
AVNS,-0.014205727936219659
AVNW,-0.5498193008062634
AVT,-0.08022137263462814
AVXL,0.10117138830222334
AVY,0.004289801073859338
AVYA,-0.3085935093930192
AWI,-0.03742084620169744
AWK,-0.05726049569096062
AWR,-0.016716187632262108
AWRE,-0.15240262177987485
AX,-0.04712254612743687
AXAS,0.07317749128795002
AXDX,-0.05063050818810475
AXGN,0.058600984325333845
AXL,0.2225732504401076
AXON,0.09968500093209107
AXP,-0.019371527816969956
AXR,0.0832828057131974
AXS,0.07129487237725851
AXSM,0.752852459412675
AXTA,-0.06761667326651279
AXTI,-0.023184855103741495
AYI,0.09721608086779276
AYX,-0.30727943245133715
AZO,0.14166598245447085
AZPN,0.06336406566213466
AZZ,-0.08512103594610992
B,-0.029372356795816023
BA,0.14801166246239084
BAC,0.12807610235438188
BAH,0.15064565929772036
BANC,0.000730544461924397
BAND,0.295024170313385
BANF,0.023233845601412152
BANR,0.036884648330570084
BATRA,0.05459322080085382
BATRK,0.05994181599863987
BAX,-0.007204935434853796
BBBY,-0.1641349910810153
BBCP,0.050306698864695194
BBGI,-0.053223130669783576
BBSI,-0.08586312140614197
BBW,-0.07457178918801945
BBY,0.17574622535882023
BC,-0.05247694477681533
BCBP,-0.1629424893347167
BCC,0.02236712043094761
BCEI,0.029962121538003757
BCLI,-0.9691985310955624
BCO,-0.042122530525884175
BCOR,0.1758202231344695
BCOV,-0.2054552766001859
BCPC,0.11453544680504084
BCRX,-0.12407203319438326
BDC,0.031299939600455226
BDL,0.2505914504386064
BDN,-0.08706903106318357
BDSI,0.02180376108717076
BDX,-0.06291592205199478
BECN,-0.06914375877348074
BELFA,-0.0038764759321084008
BELFB,-0.072901120036234
BEN,0.012890335540349082
BERY,-0.0028190682013658863
BFAM,-0.061641769716207086
BFIN,-0.013809795408838844
BFS,-0.03225726586025385
BG,0.13097694653503109
BGCP,0.012954532208204
BGFV,0.13616313407079478
BGS,-0.044207046292384235
BGSF,0.14777318145911408
BH,-0.008734242568188595
BHB,-0.04136024739071355
BHE,-0.12468226273060821
BHF,-0.1472523684422817
BHLB,-0.04030347832095731
BHR,-0.08949980412341468
BHVN,0.06722292876776177
BIG,0.10312204147179972
BIIB,0.00165504483220966
BIO,0.06656365038595594
BIOC,0.28687735542202386
BIOL,-0.26464539826312244
BJRI,0.0036684415569893758
BK,0.07498168197551759
BKD,-0.12612296070713508
BKE,-0.006841543734318766
BKH,-0.06516646701483997
BKI,-0.01578868117842484
BKNG,-0.006487086338524122
BKSC,-0.05770022245994384
BKTI,0.022336071610807688
BKU,-0.05275300078667572
BL,0.07644188558468737
BLBD,-0.01822253185630655
BLCM,0.3035004967609513
BLD,0.22584258098431018
BLDR,0.159964686790532
BLFS,0.040316302460244695
BLK,0.1203624424890177
BLKB,-0.0072013456025429076
BLL,-0.026601446173891444
BLMN,-0.20262017236637409
BLUE,-0.2276663536295347
BMI,0.0271669559610074
BMRC,0.09502897923560695
BMRN,0.2428089198020018
BMTC,0.03110902800417109
BMY,-0.024948968757269818
BNED,-0.025713167392014295
BNFT,-0.03379129681198349
BOCH,0.01595871664467576
BOH,-0.15209344878693914
BOKF,0.006365179744927311
BOMN,-0.06262475887819172
BOOM,-0.18235504567220165
BOOT,0.1718133137815671
BOTJ,0.012357488624717042
BOX,-0.03629920645089168
BPMC,0.15584972180823214
BPOP,-0.070226020945393
BPRN,-0.06075642887201012
BPTH,-0.1721514379089202
BR,0.07374303572074985
BRC,0.035953085921282026
BRG,0.01809453010511458
BRID,0.07600172870591083
BRKL,0.041325837544162226
BRKR,-0.0947380314348417
BRKS,0.2751352929642399
BRN,0.0012400158746893805
BRO,0.02469719854717263
BRT,-0.09368138554551378
BRX,-0.1460442996505124
BSET,-0.42378303978246373
BSGM,-0.48161015022085635
BSQR,0.5896706323748785
BSRR,0.004795948502348929
BSX,-0.06402001056335631
BTN,-0.2659947645162749
BTU,0.0033518682679237063
BURL,-0.08773268798235405
BUSE,0.0031710265251378724
BW,-0.11545886434090588
BWA,-0.02106987905260621
BWEN,-0.06708645099695665
BWFG,-0.007966718613765647
BWXT,-0.05588126627852889
BXC,-0.18078903093204496
BXMT,-0.10707395849634399
BXP,-0.008057847163489593
BXS,-0.0660272092248532
BY,-0.059068281022189195
BYD,-0.06490658165202731
BYFC,-0.07611992578202124
BZH,-0.15619953015546612
C,-0.007501165088396742
CABO,-0.18853981015067334
CAC,-0.04303285191835612
CACC,-0.10648795150796354
CACI,0.08376199165643756
CADE,-0.08659456087050012
CAG,-0.023926337921253038
CAH,-0.02796290011356867
CAI,0.017245786255869706
CAKE,-0.1659621252702728
CAL,-0.03848087767303035
CALA,0.3049211029644616
CALM,0.037021074208378545
CALX,0.11380238274113616
CAMP,0.029989625611086906
CAPR,0.10594152506469287
CAR,0.7267827251497784
CARA,0.29946348149990437
CARG,0.11684894675281894
CARS,0.05496931969640225
CASA,-0.1451352531697253
CASH,-0.041983864932806196
CASI,-0.2532190681663252
CASS,-0.004411305047643429
CASY,0.055373143292901786
CAT,-0.03637999222990437
CATB,1.0779124302505738
CATC,-0.0001130453679149296
CATO,-0.0763639203232411
CATY,-0.035758149945312935
CB,-0.047822627065614534
CBAN,0.01811053999501535
CBAY,0.4996275750691418
CBB,-0.06984380299352204
CBFV,-0.03409039792893934
CBIO,0.010528454611569062
CBOE,-0.028087147637293957
CBRE,0.031021015425456846
CBRL,-0.03672843584418378
CBSH,-0.0747022994593974
CBT,0.01218799010415611
CBTX,-0.049683280619321035
CBU,-0.04793282983389518
CBZ,0.04525818155439725
CC,-0.0018925190153937217
CCBG,-0.024167388847981513
CCF,-0.08666369312684581
CCI,-0.07953967418877121
CCK,0.010724535358172606
CCL,-0.1234251885236092
CCMP,0.12111094495568733
CCNE,0.017567051882226598
CCO,0.071685078967356
CCOI,-0.025182186934347303
CCRN,0.05986871906511077
CCS,0.05463883339627761
CCXI,1.5314572389805101
CDE,-0.1367388927508192
CDEV,0.4707164632112478
CDK,0.07626768564817998
CDMO,0.3646936217381704
CDNA,-0.25082304958678653
CDNS,0.11681922274385297
CDR,0.2137582216039298
CDTX,0.17054872720565997
CDW,-0.0674398345741811
CDXC,-0.22991755328874802
CDXS,0.08891514050222242
CDZI,-0.30103960134235586
CE,0.0810648824314558
CECE,-0.048843228554722375
CEI,4.627011577407862
CEIX,0.14080955956722177
CELC,-0.21634922714786262
CELH,-0.341773754435848
CEMI,0.4992641413101338
CENT,0.12862676902179707
CENTA,0.13895678944335194
CENX,0.0005705769839578162
CERN,-0.01040716726570959
CERS,0.07174560159062586
CETX,-0.14470387771525783
CEVA,0.1356097698691325
CF,0.018432629182322798
CFBK,-0.04169898929243717
CFFI,-0.07432533097418562
CFFN,-0.012693523275319706
CFG,-0.04043683849871475
CFMS,0.0075194630751235355
CFR,0.03182227438118104
CFX,0.03552740369828149
CGNX,0.00331196310313216
CHCI,-0.16999474778126372
CHCO,-0.04293216234242354
CHCT,0.020197941299211715
CHD,0.08392090116555324
CHDN,0.05384710059418434
CHE,0.05304164158498929
CHEF,-0.08403884952466045
CHGG,-0.1316906474647652
CHH,0.09417224947939579
CHMA,0.09456523362362783
CHMG,-0.0665438652166677
CHMI,0.12620513085060145
CHRS,0.07494808805143288
CHRW,-0.01876709747578021
CHS,-0.026080275987614542
CHTR,-0.0910686835004124
CHUY,-0.09177327316507287
CI,-0.027216167182849617
CIA,0.03264422105209131
CIDM,-0.398909905902162
CIEN,-0.015114659448760797
CIM,0.05515436944442054
CINF,-0.0861526607546375
CIO,-0.05139640228490187
CIR,-0.17672073299875826
CIT,-0.13006226855416536
CIVB,-0.09335172653385317
CIX,0.020082692002131548
CIZN,-0.00602398683573357
CKX,0.08499050209424623
CL,0.04109834764385435
CLAR,-0.01759811113665944
CLB,0.03623885899764873
CLBS,-0.5664046614183158
CLDR,-0.11379863235436989
CLDT,-0.05187756906327073
CLDX,0.05535167229022259
CLF,-0.24335867351972845
CLFD,0.36954437470839274
CLH,0.00494617130955622
CLI,0.04135172473917558
CLIR,-0.6531382124686408
CLNE,0.8244478150554457
CLPR,0.050874468986624836
CLR,0.17602953435470572
CLRB,0.3613441445794027
CLRO,-0.4476384767741
CLSN,0.24825593403345061
CLVS,0.27201437211744
CLW,-0.03700158992249954
CLX,0.09761402060793956
CLXT,0.2846785986455024
CMA,0.10710360278448551
CMC,0.022656521355323415
CMCO,-0.0422113611782967
CMCSA,-0.06978669082761835
CMCT,-0.08868364339360392
CME,-0.009226240585199849
CMG,0.028827684143150022
CMI,0.038094372516317025
CMO,0.018925946168325488
CMP,-0.09307177594627157
CMRX,-0.2054582563939918
CMS,-0.09416733131592071
CMT,-0.043484634122731736
CMTL,-0.10006964972326746
CNA,-0.11508483866420319
CNBKA,-0.0532799508309635
CNC,0.0011456705408524565
CNCE,0.3836979318044301
CNDT,0.11070072776984075
CNFR,-0.03960541668592725
CNK,-0.16235655053936301
CNMD,0.0744403202580214
CNNE,0.08292897647623715
CNO,-0.01242669832805957
CNOB,0.07910034255518791
CNP,-0.035506264909141896
CNS,0.020183357428860804
CNSL,-0.12622382110061026
CNTY,-0.0745926921354601
CNX,0.21985116894887252
CNXN,0.08731825668552627
CODA,-0.07473868050470903
COF,-0.14915823540854503
COG,0.015643846129979676
COHN,-0.31800274841622567
COHR,-0.0644600807314427
COHU,0.10519187618842393
COKE,-0.020375795763568384
COLB,-0.16778426489063142
COLD,-0.12679868848760187
COLL,0.013549832469900889
COLM,-0.04741778957963644
COMM,-0.039429780702485755
CONE,0.0019735024645241715
CONN,0.059399396844832086
COO,-0.10211976040932401
COOP,0.11850303809628958
COP,0.13370954100110052
COR,-0.04397029676325807
CORE,-0.1494905473261636
CORR,0.8761362253616511
CORT,-0.3065471175124972
COST,0.039032251767437055
COTY,-0.2330940435105133
COUP,0.2098804968060463
COWN,-0.0029066230440135186
CPB,-0.024739748687068828
CPE,0.6501381839877072
CPF,-0.0005810908144380909
CPHC,-0.013658489721206405
CPIX,-0.10356546099483555
CPK,-0.037971754829066146
CPRI,-0.04591094818326722
CPRT,0.039918843172910716
CPRX,0.0186880608810729
CPS,0.052197785168152475
CPSH,6.198566260507282
CPSI,0.000628644514522735
CPSS,0.10380768561089851
CPT,0.03925505556561919
CR,0.06586867492269824
CRAI,0.1328693844433261
CRBP,-1.6922664187680727
CREE,0.3038171472460194
CRI,-0.08346961881479117
CRIS,-0.22528415942617622
CRK,-0.06281165274102408
CRL,0.056296628679948606
CRM,0.20966209316755502
CRMD,-0.06227899718647388
CRMT,-0.05231979293258271
CROX,0.1860285127768615
CRS,-0.10805125796737634
CRUS,0.02443641695582574
CRVL,0.019626115274425957
CRVS,0.4425377942591866
CRWS,0.007076981909513468
CRY,0.014205167723027308
CSCO,-0.03897574946780015
CSGP,0.06202650143549825
CSGS,-0.06523534839776972
CSII,0.03176801347400881
CSL,0.0500694585890807
CSLT,-0.00378519339058256
CSOD,0.006513587733682961
CSPI,0.009335862295215484
CSTR,0.017140037033698863
CSU,-0.08482818711357003
CSV,0.22937170542329224
CSWI,0.09793736061218795
CSX,0.04927598715149925
CTAS,0.017819915599018684
CTB,0.058249813765106614
CTBI,0.007526957924564854
CTG,-0.18263388838774766
CTHR,-0.047139791469274606
CTIB,-0.23810274600473927
CTIC,-0.17824144312549187
CTLT,0.05841745227838959
CTMX,0.0318826582618554
CTO,-0.09352654279476244
CTRE,-0.022974729355434598
CTRN,-0.19923183707347827
CTS,-0.05122585855858853
CTSH,-0.00517670537990411
CTSO,-0.30128423303220453
CTT,-0.1744264793701401
CTXS,0.0867831923126376
CUBE,0.05977364176110473
CUBI,0.13394926476581723
CUE,-0.30377682158987535
CULP,0.026102912348175654
CURO,-0.01814498965921055
CUTR,-0.11528120897436164
CUZ,-0.0756648930491874
CVA,-0.09001892409536448
CVBF,-0.03973517008820679
CVCO,-0.12748465702298176
CVCY,-0.05629002038733755
CVGI,-0.04349682451551647
CVGW,-0.032981133149001494
CVI,0.018753851257447426
CVLT,-0.0314767527099341
CVLY,0.01690899435601104
CVM,-0.44769218490913104
CVNA,-0.26378794006908945
CVR,0.004942724402841814
CVS,0.054590892762807
CVU,-0.06996347084551915
CVV,0.03669856385573107
CVX,0.07872257643858416
CW,0.014278841417578588
CWBC,-0.06608494719965746
CWBR,0.06054208141715864
CWEN,0.18321750663759553
CWH,0.0943212257781811
CWST,0.0740425584409281
CWT,-0.07219929168194901
CXP,-0.00987323206312481
CXW,-0.07973035594576577
CYAN,0.008293889180399607
CYBE,0.05739904388400791
CYCC,-0.1661668412836493
CYH,-0.09739275482551912
CYRX,0.25259491617564805
CYTK,-0.004821024608905618
CYTR,3.153768671185007
CZNC,-0.021812552421522906
CZR,-0.017094173864693814
CZWI,-0.037060352129836945
D,-0.0922918821922365
DAIO,-0.14377282563653201
DAKT,-0.11704728314064557
DAL,0.03387036909515928
DAN,-0.05302036653177146
DAR,0.11623866127758875
DARE,0.01863588405207929
DBD,-0.2597005582860802
DBI,0.07996355296341247
DCI,-0.005713966011091439
DCO,-0.1471588137809932
DCOM,0.02857789984180303
DCPH,-0.018017691349804885
DD,-0.02633437383727188
DDD,-0.1565610789503371
DDS,0.06929492317106767
DE,0.007416630648244697
DEA,0.05886412702575799
DECK,-0.08153971480949342
DEI,-0.10792710270560321
DELL,0.07785147504241807
DENN,-0.19730358283367996
DFIN,0.050159810040250365
DFS,-0.14660896472415388
DG,0.030293870166036917
DGICA,-0.03770005487781316
DGII,0.1039481210091477
DGLY,0.31356371279525785
DGX,-0.021155202314600937
DHI,0.10867182929084014
DHIL,0.09814192395453847
DHR,0.02416460866044384
DHX,0.008700996806392365
DIN,-0.018951566540381676
DIOD,0.09222359901116545
DIS,-0.13953090052356104
DISCA,-0.376676741511365
DISCK,-0.5154896547977865
DISH,-0.06702613001510614
DIT,-0.11172085168127643
DJCO,0.056238871832620864
DK,0.0005720099658544307
DKS,0.08133143667189084
DLA,-0.18771550165429068
DLB,-0.1080854176732392
DLHC,0.14520384755615945
DLR,-0.011556893471172678
DLTH,-0.06315285988943813
DLTR,-0.016574804175462185
DLX,-0.14389600478240347
DMRC,0.18885553388016627
DNLI,-0.06519817868076654
DNOW,0.0805262494923396
DOC,-0.023607781776005518
DOOR,0.018634958908900857
DORM,-0.021828884520519867
DOV,0.03297974162070754
DPZ,-0.008761047553575957
DRE,0.03891562175083784
DRH,-0.07383867802851973
DRI,-0.1169450592581938
DRNA,0.30338617708385784
DRQ,-0.0454334094272925
DRRX,0.07259863389103353
DS,0.09130012340679447
DSKE,-0.14791427954705325
DSPG,-0.10159196534729495
DSS,0.8807066833233308
DTE,-0.0814135514052325
DUK,-0.062144074614488475
DVA,-0.13174877729042692
DVAX,0.08856838915356377
DVD,-0.12737564356190084
DVN,0.1583798362996178
DWSN,0.1693442640296636
DX,-0.050129154398094344
DXC,0.1747033556879925
DXCM,0.14620540237374377
DXLG,0.2731401688093277
DXPE,-0.00031187708009626774
DXYN,-0.011636466552694137
DY,-0.03272951909660683
DZSI,-0.21199606257033446
EA,-0.10015298194978782
EARN,0.11031270617985776
EAT,-0.24724937247575518
EBAY,0.13954031441551726
EBF,-0.07644113872287267
EBIX,-0.08219133474390651
EBMT,-0.015536250956858594
EBS,-0.2973932701196607
EBSB,0.02796212862827224
EBTC,0.10051428024019465
ECHO,0.3249072538734874
ECL,-0.022590828530284945
ECOL,0.08536129300120748
ECOM,-0.009991254995618325
ECPG,-0.04566212177455338
ED,-0.03536098588799884
EDIT,-0.5425655955963725
EDUC,-0.035904639138688924
EEFT,-0.12116186667004851
EEX,-0.177866319373612
EFC,-0.09039739583483924
EFOI,-0.010993465936369207
EFSC,-0.017353600670699826
EFX,0.07978245433686097
EGAN,-0.2328983394874839
EGBN,-0.00014809489861821566
EGHT,-0.2182915611062481
EGLE,0.021694030319209166
EGP,0.01947261603128821
EGRX,-0.09637755947355242
EGY,0.019671539859552178
EHC,-0.06100549289094234
EHTH,0.05030871504360556
EIG,0.0018184862714596573
EIGR,0.0298573642595622
EIX,0.06484529625377188
EKSO,-0.3343356370758315
EL,0.008255784122280951
ELF,-0.003533976568386017
ELMD,-0.1428805647514491
ELOX,-0.14398970469590255
ELS,-0.004656309148734447
ELSE,-0.10438919984379343
ELVT,-0.19408004856261907
ELY,-0.19408778561388337
EMAN,-0.35496308940485316
EMCF,-0.031011597854775818
EME,0.04461002703560964
EMKR,0.0268927968110978
EML,-0.2041648955161947
EMMS,0.03454095375281504
EMN,-0.08264721499572458
EMR,0.007917081995343302
ENDP,-0.01951500275714878
ENG,-2.5883286625258157
ENPH,0.7719204818637236
ENR,0.08862209492041777
ENS,-0.08065831004837959
ENSG,-0.10340240815326178
ENSV,0.33392937534022005
ENTA,0.1783029679329219
ENTG,0.26322718567577774
ENV,0.03833197138066204
ENVA,-0.1100376847545241
ENZ,-0.07231970252964787
EOG,0.21010687123186123
EPAM,0.053077888391528626
EPAY,0.15236500394443525
EPC,0.004952467044214411
EPM,0.22208372769009807
EPR,-0.0015329493386289424
EPZM,0.7695825558021041
EQBK,0.07699534733187656
EQC,0.019380166256799322
EQIX,-0.09926266818425811
EQR,-0.0020751434632309243
EQT,0.031357552170217344
ERIE,0.1278340784301463
ERII,-0.10615428774106535
ES,-0.09487100504664091
ESBK,0.3427481637562651
ESCA,-0.20429904443641891
ESE,0.09008462181853938
ESGR,-0.027364691037735533
ESNT,-0.12558257642527784
ESP,-0.0027287241083306622
ESPR,-0.09670624160074182
ESRT,-0.2778382052805738
ESS,0.027024494138272247
ESSA,-0.15824484324467808
ESTE,0.2128662398754638
ESXB,-0.051144342279103486
ETN,0.09871780297340105
ETR,-0.14744681595240208
ETSY,0.06065850260446439
EVBG,0.018718726881938787
EVBN,-0.0025559955811332827
EVC,0.17811257217409748
EVFM,0.18525149159643794
EVH,0.05422890077224207
EVI,0.1358139254766608
EVOK,-0.26239571791366434
EVOL,0.1146243280538065
EVR,-0.01003789891652542
EVRG,-0.0860989942160023
EVRI,-0.10120262824328567
EVTC,-0.009672876134730312
EW,-0.01199227232067832
EWBC,0.010249622192920235
EXAS,-0.005836461742000363
EXC,-0.06841723421849549
EXEL,-0.02964638337676762
EXLS,0.06342163017338905
EXP,-0.025106139557866225
EXPD,0.031349699524225796
EXPE,-0.09698593241935483
EXPO,-0.08155719937288038
EXPR,-0.1429436895440723
EXR,0.03588631985151382
EXTN,0.14141975909711504
EXTR,-0.12015575438906508
EYE,-0.036532205772138275
EYEG,0.8623551580675076
EYES,-0.17135454919415646
EYPT,-0.04610020019725104
EZPW,0.10834058477473847
F,0.07226354495752833
FAF,0.0064469744531283815
FANG,0.20879998518451967
FARM,-0.13157246172708834
FARO,0.014931894008530781
FAST,0.1301477063607003
FATE,-0.08492202490795404
FB,0.01721480704646667
FBC,-0.05826204514390994
FBHS,0.08479635756698553
FBIO,-0.09196488738736945
FBIZ,-0.09528571869625059
FBK,-0.03533078755787091
FBMS,-0.01633733914062521
FBNC,-0.03274188251826388
FBP,-0.018891573581519185
FC,-0.018528963295274377
FCAP,-0.15453696510124076
FCBC,0.03152857906592758
FCCO,-0.04282536157552707
FCCY,-0.03286960894430684
FCEL,0.7212039392410347
FCF,0.02943717236088631
FCFS,0.0028416390451872515
FCN,0.02150286121107839
FCNCA,-0.20522070854199082
FCPT,-0.07600656670425394
FCX,-0.0008586994579931374
FDBC,-0.09854681418597369
FDP,-0.06409308157088862
FDS,0.10834513198749726
FDX,-0.08228022140677234
FE,-0.05123239018176173
FEIM,-0.0583725136602639
FELE,0.12323231348804503
FET,0.25702907300120553
FEYE,-0.18304645585191184
FF,-0.16384268790382764
FFBC,-0.017485029615297583
FFIC,0.0009335487150852311
FFIN,-0.020249039941664344
FFIV,-0.1250599174065737
FFNW,-0.02311257537268389
FFWM,-0.04487761017925851
FGBI,0.059281204111935264
FGEN,-0.3532919658911763
FHB,-0.17056974910815226
FHN,-0.09044099352694544
FI,0.020941284498771612
FIBK,-0.13356890803903582
FICO,0.1280349254576402
FIS,0.03533335658605866
FISI,-0.02283189116243401
FISV,-0.09164576539130485
FITB,-0.02725177340269523
FIVE,-0.07523146920787997
FIVN,-0.0812505781737075
FIX,0.17603331807478184
